Postcode,Latitude,Longitude,Easting,Northing,Grid Ref,Postcodes,Active postcodes,Population,Households
B61 9,52.3507,-2.0892,394021,272518,SO940725,157,137,2547,1036
B62 0,52.4369,-2.04009,397372,282103,SO973821,185,147,6278,2600
B62 2,52.4689,-2.04583,396984,285663,SO969856,174,33,,
B62 8,52.4617,-2.03934,397424,284862,SO974848,266,185,7778,3178
B62 9,52.4677,-2.02613,398322,285529,SO983855,254,209,10056,4276
B63 1,52.4431,-2.07592,394937,282795,SO949827,137,113,5919,2456
B63 2,52.4603,-2.08493,394326,284709,SO943847,296,243,12280,5096
B63 3,52.4549,-2.05259,396523,284106,SO965841,312,213,8262,3646
B63 4,52.448,-2.061,395951,283339,SO959833,272,222,10129,4401
B64 5,52.4765,-2.07341,395111,286510,SO951865,223,157,4132,1853
B64 6,52.473,-2.06542,395653,286120,SO956861,206,158,6477,2783
B64 7,52.4673,-2.06777,395493,285486,SO954854,199,150,6007,2350
B65 0,52.4775,-2.03709,397578,286620,SO975866,235,170,5910,2600
B65 8,52.4855,-2.05501,396361,287510,SO963875,190,162,7962,3110
B65 9,52.4862,-2.03998,397382,287587,SO973875,213,181,9709,4020
B66 1,52.5014,-1.98257,401280,289277,SP012892,226,113,4070,1207
B66 2,52.4978,-1.9586,402908,288878,SP029888,242,123,1879,607
B66 3,52.4921,-1.96008,402807,288244,SP028882,245,163,7465,2666
B66 4,52.4834,-1.96366,402565,287275,SP025872,228,164,8077,2883
B67 5,52.478,-1.97732,401637,286675,SP016866,221,175,9529,4038
B67 6,52.4869,-1.97842,401562,287665,SP015876,206,180,10796,4169
B67 7,52.4946,-1.97911,401515,288521,SP015885,210,159,9528,3259
B67 9,52.4952,-1.97185,402008,288588,SP020885,98,14,,
B68 0,52.4697,-2.00174,399979,285751,SO999857,225,183,9156,3836
B68 8,52.4875,-2.00764,399578,287731,SO995877,220,187,9560,3905
B68 9,52.4829,-1.99666,400324,287219,SP003872,243,210,12208,4653
B69 1,52.5003,-2.04044,397352,289156,SO973891,294,253,14911,5961
B69 2,52.5063,-2.03207,397920,289823,SO979898,206,150,5215,2012
B69 3,52.5106,-2.02596,398335,290301,SO983903,158,99,3685,1422
B69 4,52.4978,-2.01194,399286,288877,SO992888,278,176,5200,2110
B69 9,52.5042,-2.01093,399355,289589,SO993895,125,43,,
B70 0,52.5327,-2.01865,398832,292759,SO988927,271,208,6772,2505
B70 1,52.515,-1.99626,400351,290790,SP003907,103,15,,
B70 6,52.5128,-1.98565,401071,290545,SP010905,246,159,6822,2716
B70 7,52.5141,-1.99673,400319,290690,SP003906,222,131,2912,1217
B70 8,52.518,-2.00131,400008,291124,SP000911,229,126,4391,1427
B70 9,52.5212,-2.01106,399347,291480,SO993914,266,183,6875,2677
B71 1,52.5309,-1.99635,400345,292559,SP003925,219,195,8410,3172
B71 2,52.5401,-2.00032,400075,293582,SP000935,212,193,9945,3968
B71 3,52.5418,-1.97926,401504,293772,SP015937,225,184,9003,3846
B71 4,52.521,-1.98187,401327,291458,SP013914,134,108,3576,1557
B72 1,52.5545,-1.82364,412054,295199,SP120951,374,240,9660,3951
B73 5,52.5487,-1.83822,411067,294551,SP110945,337,247,13022,5486
B73 6,52.5591,-1.84696,410472,295707,SP104957,307,237,10049,4142
B73 9,52.5689,-1.82974,411637,296799,SP116967,377,85,,
B74 2,52.5738,-1.85282,410072,297341,SP100973,333,264,9589,3986
B74 3,52.583,-1.87657,408460,298361,SP084983,314,257,11136,4522
B74 4,52.5905,-1.84329,410713,299200,SP107991,323,243,11287,4794
B75 5,52.5901,-1.81756,412457,299159,SP124991,298,232,8366,3443
B75 6,52.5771,-1.81277,412785,297714,SP127977,264,194,8460,3424
B75 7,52.5652,-1.8028,413464,296392,SP134963,272,217,10037,4152
B76 0,52.5448,-1.70502,420101,294146,SP201941,45,30,364,147
B76 1,52.5451,-1.80241,413497,294157,SP134941,362,277,11523,4899
B76 2,52.5534,-1.79844,413763,295080,SP137950,151,119,6702,2876
B76 8,52.5424,-1.79612,413924,293858,SP139938,374,0,,
B76 9,52.5405,-1.75873,416461,293654,SP164936,137,103,2920,1253
B77 1,52.6108,-1.68494,421431,301493,SK214014,214,172,10510,4262
B77 2,52.6214,-1.67245,422272,302676,SK222026,265,212,14378,5613
B77 3,52.6332,-1.6702,422418,303990,SK224039,190,165,9458,3969
B77 4,52.6223,-1.65461,423479,302782,SK234027,239,172,13765,5401
B77 5,52.6059,-1.6659,422723,300954,SK227009,236,192,9108,3591
B77 9,52.6286,-1.68601,421350,303473,SK213034,217,53,,
B78 1,52.6124,-1.61987,425836,301692,SK258016,245,223,10092,4050
B78 2,52.5736,-1.69125,421022,297353,SP210973,160,136,4631,1912
B78 3,52.6197,-1.71339,419501,302475,SK195024,288,230,9504,3923
B79 0,52.6568,-1.61123,426395,306634,SK263066,145,119,3395,1320
B79 7,52.6355,-1.70007,420395,304237,SK203042,318,203,6217,3110
B79 8,52.6438,-1.6977,420552,305160,SK205051,244,216,10469,4459
B79 9,52.6828,-1.69106,420982,309501,SK209095,108,92,2221,856
B80 7,52.279,-1.89746,407093,264544,SP070645,248,211,7055,2994
B90 1,52.3961,-1.84664,410532,277575,SP105775,291,254,10560,4643
B90 2,52.406,-1.83419,411377,278678,SP113786,258,200,12317,5044
B90 3,52.4117,-1.82189,412212,279315,SP122793,287,221,10545,4267
B90 4,52.3944,-1.8093,413074,277392,SP130773,392,294,12229,4955
B90 8,52.3777,-1.8025,413541,275536,SP135755,19,15,1,1
B90 9,52.4081,-1.82589,411941,278913,SP119789,172,43,,
B91 1,52.4159,-1.79681,413917,279786,SP139797,302,235,11351,4379
B91 2,52.4208,-1.77236,415578,280336,SP155803,322,240,11189,4763
B91 3,52.4075,-1.78016,415052,278855,SP150788,396,281,10740,4376
B91 9,52.4135,-1.77541,415373,279524,SP153795,335,109,,
B92 0,52.4241,-1.72341,418906,280715,SP189807,190,143,4040,1721
B92 7,52.4385,-1.80257,413518,282299,SP135822,246,197,11860,4875
B92 8,52.4395,-1.78807,414504,282413,SP145824,267,229,12145,5185
B92 9,52.4365,-1.76936,415777,282083,SP157820,200,162,8074,3430
B93 0,52.3795,-1.7261,418741,275753,SP187757,186,132,3314,1550
B93 3,52.3889,-1.73654,418027,276796,SP180767,144,30,,
B93 8,52.3767,-1.75326,416894,275435,SP168754,274,208,7972,3152
B93 9,52.3896,-1.74586,417392,276871,SP173768,229,163,8219,3242
B94 5,52.3479,-1.81696,412565,272219,SP125722,200,159,3456,1412
B94 6,52.3577,-1.76769,415918,273318,SP159733,217,175,3842,1567
B95 5,52.2977,-1.78154,414995,266641,SP149666,259,214,4153,1914
B95 6,52.2623,-1.77834,415225,262704,SP152627,118,104,1847,857
B95 8,52.294,-1.78106,415029,266230,SP150662,28,8,,
B96 6,52.255,-1.95923,402880,261870,SP028618,233,208,4968,2181
B97 4,52.3043,-1.94618,403767,267354,SP037673,230,164,5718,2556
B97 5,52.2899,-1.95598,403099,265752,SP030657,396,309,16827,6996
B97 6,52.3116,-1.95683,403040,268166,SP030681,286,213,10857,4101
B97 9,52.3107,-1.93773,404342,268067,SP043680,317,100,,
B98 0,52.3007,-1.90029,406896,266957,SP068669,305,218,14506,5957
B98 7,52.2945,-1.92887,404948,266265,SP049662,373,292,19679,7727
B98 8,52.3102,-1.92748,405041,268012,SP050680,247,174,8821,3599
B98 9,52.3184,-1.90281,406722,268926,SP067689,195,140,6777,2854
B99 1,52.4959,-1.89425,407277,288671,SP072886,59,52,,
BA1 0,51.3793,-2.35596,375323,164532,ST753645,329,99,2,1
BA1 1,51.3806,-2.35987,375051,164678,ST750646,353,175,1594,782
BA1 2,51.3846,-2.36449,374732,165124,ST747651,398,226,6277,3397
BA1 3,51.3857,-2.38605,373232,165254,ST732652,269,185,7354,3024
BA1 4,51.3968,-2.38991,372970,166490,ST729664,150,128,5422,2363
BA1 5,51.3889,-2.36075,374994,165601,ST749656,302,207,5031,2443
BA1 6,51.3938,-2.35149,375641,166143,ST756661,309,228,8090,3791
BA1 7,51.4014,-2.32102,377765,166979,ST777669,237,192,5569,2364
BA1 8,51.4129,-2.34197,376314,168264,ST763682,77,66,822,361
BA1 9,51.4082,-2.39123,372885,167758,ST728677,60,44,451,184
BA2 0,51.3324,-2.47096,367285,159361,ST672593,199,191,4534,1930
BA2 1,51.3764,-2.39268,372765,164222,ST727642,266,229,12402,5172
BA2 2,51.3651,-2.37864,373736,162961,ST737629,299,242,11094,4603
BA2 3,51.3782,-2.37323,374120,164416,ST741644,307,222,9586,3382
BA2 4,51.378,-2.35642,375290,164387,ST752643,284,202,6282,2774
BA2 5,51.3623,-2.3559,375318,162641,ST753626,254,205,6953,2934
BA2 6,51.3845,-2.34289,376235,165106,ST762651,315,245,6400,2996
BA2 7,51.3428,-2.3268,377334,160463,ST773604,340,283,7031,1983
BA2 8,51.3236,-2.41017,371515,158357,ST715583,270,225,7718,3144
BA2 9,51.3733,-2.43274,369975,163893,ST699638,116,92,1927,607
BA3 1,51.3305,-2.47385,367083,159151,ST670591,176,0,,
BA3 2,51.2909,-2.4788,366709,154749,ST667547,324,271,9940,4169
BA3 3,51.2922,-2.44934,368764,154881,ST687548,367,300,10286,4146
BA3 4,51.269,-2.51212,364369,152330,ST643523,370,324,7489,2830
BA3 5,51.2534,-2.45355,368444,150568,ST684505,371,328,6883,2825
BA3 6,51.308,-2.30464,378861,156586,ST788565,270,0,,
BA3 9,51.2915,-2.44678,368942,154802,ST689548,32,8,,
BA4 4,51.1812,-2.53113,362972,142574,ST629425,293,264,5143,2032
BA4 5,51.1894,-2.54883,361741,143496,ST617434,347,283,8312,3557
BA4 6,51.1429,-2.51131,364327,138305,ST643383,261,230,4326,1859
BA4 9,51.1891,-2.54719,361856,143461,ST618434,79,48,,
BA5 1,51.2098,-2.67889,352673,145840,ST526458,323,268,5900,2559
BA5 2,51.2097,-2.65203,354549,145812,ST545458,352,266,7204,3353
BA5 3,51.2177,-2.62615,356365,146686,ST563466,247,209,4627,1989
BA5 9,51.2064,-2.65366,354432,145446,ST544454,27,6,,
BA6 0,51.1491,-2.71543,350055,139114,ST500391,32,6,,
BA6 8,51.1331,-2.68958,351846,137317,ST518373,353,271,6542,2811
BA6 9,51.1527,-2.72878,349125,139523,ST491395,343,266,6298,2823
BA7 7,51.0892,-2.51822,363802,132337,ST638323,219,181,3655,1663
BA8 0,51.0002,-2.41061,371283,122392,ST712223,227,204,4165,1793
BA9 0,51.0574,-2.40992,371367,128753,ST713287,17,4,,
BA9 8,51.0646,-2.42124,370578,129558,ST705295,144,125,1623,668
BA9 9,51.0542,-2.40449,371746,128395,ST717283,287,243,5578,2505
BA10 0,51.1122,-2.44729,368785,134862,ST687348,196,174,3843,1414
BA11 1,51.2325,-2.32192,377620,148195,ST776481,279,198,5752,2504
BA11 2,51.2463,-2.31269,378271,149727,ST782497,355,308,10272,4364
BA11 3,51.2401,-2.35413,375375,149051,ST753490,233,191,5246,2219
BA11 4,51.2266,-2.3432,376131,147546,ST761475,224,186,6074,2617
BA11 5,51.2187,-2.3234,377510,146661,ST775466,160,136,3350,1344
BA11 6,51.2741,-2.28857,379967,152812,ST799528,93,80,1939,826
BA11 9,51.2343,-2.3339,376784,148399,ST767483,44,14,,
BA12 0,51.1779,-2.08469,394176,142077,ST941420,265,224,5827,2336
BA12 2,51.2044,-2.1783,387640,145036,ST876450,31,13,,
BA12 6,51.1,-2.27806,380627,133447,ST806334,240,213,4238,1921
BA12 7,51.18,-2.21719,384915,142330,ST849423,248,205,3274,1438
BA12 8,51.2016,-2.19238,386655,144727,ST866447,288,251,8752,3799
BA12 9,51.2003,-2.17356,387970,144579,ST879445,260,198,6453,2966
BA13 2,51.263,-2.19709,386345,151556,ST863515,22,10,1141,386
BA13 3,51.2597,-2.19038,386812,151188,ST868511,383,319,13168,5615
BA13 4,51.2665,-2.17522,387872,151941,ST878519,313,260,5997,2487
BA13 9,51.2703,-2.20599,385726,152370,ST857523,29,6,,
BA14 0,51.3087,-2.21158,385348,156641,ST853566,348,281,12497,5300
BA14 4,51.3171,-2.20693,385675,157575,ST856575,102,14,,
BA14 6,51.3289,-2.16825,388374,158880,ST883588,272,244,6058,2568
BA14 7,51.3238,-2.19424,386562,158317,ST865583,368,325,14416,5783
BA14 8,51.324,-2.2077,385624,158342,ST856583,358,253,6097,2808
BA14 9,51.3107,-2.22875,384152,156867,ST841568,283,237,8973,3567
BA15 1,51.3472,-2.25571,382287,160933,ST822609,356,275,8912,4065
BA15 2,51.3526,-2.27531,380924,161538,ST809615,232,183,4083,1755
BA15 5,51.3364,-2.25113,382602,159731,ST826597,41,6,,
BA16 0,51.1256,-2.73876,348397,136517,ST483365,341,290,10409,4177
BA16 9,51.1302,-2.75934,346962,137043,ST469370,90,78,2602,1082
BA20 1,50.9411,-2.63392,355557,115931,ST555159,324,193,2647,1342
BA20 2,50.9363,-2.65202,354281,115408,ST542154,342,277,8593,3593
BA20 9,50.9414,-2.63965,355155,115968,ST551159,97,23,,
BA21 3,50.9509,-2.65494,354090,117034,ST540170,334,287,14846,6247
BA21 4,50.9487,-2.62839,355953,116773,ST559167,237,207,9027,3898
BA21 5,50.953,-2.61478,356913,117243,ST569172,307,261,9441,4065
BA22 7,51.0319,-2.55892,360903,125986,ST609259,218,190,3711,1559
BA22 8,50.9745,-2.66337,353521,119663,ST535196,349,309,9045,3286
BA22 9,50.9107,-2.66565,353297,112570,ST532125,278,247,5346,2382
BB0 1,53.7535,-2.46423,369487,428670,SD694286,1,0,,
BB1 1,53.7446,-2.46751,369264,427681,SD692276,279,194,12269,3961
BB1 2,53.7359,-2.44848,370513,426706,SD705267,226,183,8314,3375
BB1 3,53.7504,-2.45658,369989,428322,SD699283,166,92,3706,1524
BB1 4,53.7672,-2.42193,372285,430177,SD722301,178,144,6706,2943
BB1 5,53.7567,-2.46834,369219,429028,SD692290,290,170,7485,2666
BB1 6,53.7537,-2.47716,368635,428698,SD686286,157,92,4006,1103
BB1 7,53.7513,-2.48385,368192,428434,SD681284,142,73,3940,1000
BB1 8,53.7593,-2.48657,368019,429325,SD680293,208,150,10188,3397
BB1 9,53.777,-2.47933,368509,431291,SD685312,247,191,10191,4219
BB2 1,53.7465,-2.49325,367568,427904,SD675279,231,143,4765,2030
BB2 2,53.7416,-2.49486,367458,427360,SD674273,261,157,4972,2167
BB2 3,53.7351,-2.47848,368534,426629,SD685266,305,206,9982,4192
BB2 4,53.7297,-2.4982,367229,426037,SD672260,334,271,15463,6477
BB2 5,53.7285,-2.52535,365437,425917,SD654259,166,129,6928,2926
BB2 6,53.7496,-2.50483,366807,428255,SD668282,250,179,10466,3427
BB2 7,53.7656,-2.52046,365789,430042,SD657300,208,167,7266,2893
BB2 9,53.7437,-2.48478,368125,427589,SD681275,228,65,,
BB3 0,53.7092,-2.47937,368456,423748,SD684237,281,226,9140,3855
BB3 1,53.6994,-2.47406,368799,422656,SD687226,251,181,6298,2772
BB3 2,53.6877,-2.46218,369575,421348,SD695213,316,248,9166,4047
BB3 3,53.6969,-2.45044,370357,422367,SD703223,269,202,9596,4139
BB3 9,53.695,-2.46812,369188,422163,SD691221,27,10,,
BB4 0,53.7019,-2.28447,381317,422867,SD813228,125,24,,
BB4 4,53.692,-2.3286,378399,421778,SD783217,228,192,6832,2891
BB4 5,53.7075,-2.32422,378696,423501,SD786235,251,192,6498,2709
BB4 6,53.6966,-2.30309,380085,422282,SD800222,273,206,7424,3131
BB4 7,53.6969,-2.26758,382430,422306,SD824223,290,223,5588,2473
BB4 8,53.7173,-2.28731,381137,424581,SD811245,344,277,8973,3633
BB4 9,53.7062,-2.25001,383594,423337,SD835233,269,216,5825,2553
BB5 0,53.749,-2.37815,375160,428136,SD751281,267,206,9822,3490
BB5 1,53.7539,-2.36873,375784,428678,SD757286,247,147,4201,1540
BB5 2,53.7417,-2.35155,376911,427315,SD769273,267,223,7984,3505
BB5 3,53.7414,-2.3928,374190,427296,SD741272,253,212,8179,3761
BB5 4,53.7537,-2.39035,374359,428663,SD743286,242,191,9024,3988
BB5 5,53.7733,-2.37626,375299,430839,SD752308,376,293,11468,4843
BB5 6,53.7602,-2.35402,376758,429374,SD767293,301,231,10742,4695
BB5 9,53.7528,-2.36401,376095,428554,SD760285,98,32,,
BB6 7,53.7841,-2.40933,373127,432052,SD731320,324,260,10749,4769
BB6 8,53.8074,-2.45457,370163,434663,SD701346,118,94,3853,1483
BB6 9,53.8283,-2.40587,373383,436969,SD733369,250,0,,
BB7 0,53.8743,-2.3933,374239,442082,SD742420,104,42,,
BB7 1,53.8687,-2.38907,374513,441457,SD745414,225,181,7231,3265
BB7 2,53.872,-2.39788,373936,441828,SD739418,258,211,7463,3266
BB7 3,53.9071,-2.44846,370635,445753,SD706457,119,104,2838,1210
BB7 4,53.9122,-2.33373,378175,446279,SD781462,279,243,5104,2127
BB7 9,53.8327,-2.40347,373544,437457,SD735374,366,318,9005,3641
BB8 0,53.8566,-2.16719,389100,440054,SD891400,223,173,5777,2695
BB8 5,53.9147,-2.18795,387752,446522,SD877465,274,0,,
BB8 6,53.9145,-2.15687,389794,446495,SD897464,306,0,,
BB8 7,53.8678,-2.15647,389808,441299,SD898412,207,180,4823,2145
BB8 8,53.8485,-2.16212,389432,439152,SD894391,249,209,5153,2220
BB8 9,53.8579,-2.17662,388481,440200,SD884402,238,189,7279,3235
BB9 0,53.8298,-2.20995,386279,437080,SD862370,290,246,11125,4306
BB9 4,53.8351,-2.21723,385802,437671,SD858376,160,73,,
BB9 5,53.824,-2.23213,384817,436439,SD848364,244,207,6783,2601
BB9 6,53.8533,-2.22272,385447,439697,SD854396,235,193,4791,2113
BB9 7,53.8376,-2.21783,385763,437949,SD857379,308,213,6825,2193
BB9 8,53.8439,-2.20707,386473,438648,SD864386,276,227,8197,3559
BB9 9,53.836,-2.20688,386483,437769,SD864377,274,189,6867,2832
BB10 1,53.8029,-2.237,384489,434092,SD844340,297,218,8387,3151
BB10 2,53.81,-2.22053,385576,434879,SD855348,318,237,10556,4317
BB10 3,53.7987,-2.20982,386277,433619,SD862336,261,211,8236,3446
BB10 4,53.7824,-2.21726,385782,431807,SD857318,248,210,10004,4780
BB11 1,53.7896,-2.24585,383901,432615,SD839326,284,104,262,138
BB11 2,53.7842,-2.24408,384015,432013,SD840320,231,150,5162,2087
BB11 3,53.7818,-2.23476,384628,431744,SD846317,224,155,4176,2006
BB11 4,53.7845,-2.2572,383151,432050,SD831320,227,166,6117,2776
BB11 5,53.7795,-2.2746,382002,431498,SD820314,277,209,6711,2902
BB11 9,53.7901,-2.24181,384167,432669,SD841326,155,49,,
BB12 0,53.7962,-2.25678,383183,433352,SD831333,230,163,8156,3095
BB12 6,53.7919,-2.27981,381664,432879,SD816328,233,188,8431,3816
BB12 7,53.7989,-2.32423,378742,433670,SD787336,244,198,6978,3008
BB12 8,53.7999,-2.3022,380193,433775,SD801337,293,232,7980,3623
BB12 9,53.8315,-2.27162,382221,437283,SD822372,181,155,3075,1384
BB18 5,53.9151,-2.18788,387757,446566,SD877465,307,269,7765,3477
BB18 6,53.9148,-2.1582,389706,446528,SD897465,333,287,9298,4024
BB18 9,53.92,-2.18256,388108,447110,SD881471,12,2,,
BB94 0,53.9155,-2.14015,390892,446604,SD908466,21,1,,
BD1 1,53.7944,-1.75264,416392,433149,SE163331,260,92,284,171
BD1 2,53.7953,-1.7599,415914,433248,SE159332,224,95,546,338
BD1 3,53.7977,-1.75727,416086,433515,SE160335,212,73,1333,385
BD1 4,53.7978,-1.75187,416442,433527,SE164335,251,89,796,448
BD1 5,53.7959,-1.74897,416633,433317,SE166333,237,81,831,513
BD1 9,53.8009,-1.75547,416203,433872,SE162338,376,128,,
BD2 1,53.8175,-1.75092,416496,435720,SE164357,225,170,8231,3140
BD2 2,53.8191,-1.72872,417957,435903,SE179359,148,119,4872,2136
BD2 3,53.811,-1.72554,418170,435003,SE181350,242,212,8635,3471
BD2 4,53.8108,-1.73824,417334,434977,SE173349,218,187,8061,2981
BD3 0,53.8017,-1.74141,417129,433964,SE171339,232,154,8903,3017
BD3 7,53.8014,-1.7173,418717,433936,SE187339,168,136,7325,2084
BD3 8,53.7954,-1.7204,418516,433268,SE185332,244,155,9616,2666
BD3 9,53.7945,-1.73705,417419,433164,SE174331,252,139,7492,1856
BD4 0,53.7739,-1.70422,419591,430880,SE195308,265,192,6586,2745
BD4 6,53.7651,-1.7252,418212,429896,SE182298,264,204,7146,2838
BD4 7,53.7824,-1.74083,417175,431817,SE171318,248,175,5225,2048
BD4 8,53.7866,-1.72024,418530,432289,SE185322,281,218,6432,2663
BD4 9,53.7751,-1.71895,418620,431010,SE186310,209,165,5758,2306
BD5 0,53.7859,-1.75865,415999,432202,SE159322,258,155,7111,2601
BD5 5,53.7819,-1.75622,416161,431757,SE161317,87,20,,
BD5 7,53.7801,-1.75687,416119,431557,SE161315,222,127,5806,1785
BD5 8,53.7733,-1.75176,416458,430802,SE164308,229,174,8116,2762
BD5 9,53.7761,-1.76818,415375,431110,SE153311,197,154,10988,3558
BD6 1,53.766,-1.76875,415341,429986,SE153299,296,249,8490,3748
BD6 2,53.7594,-1.78947,413978,429247,SE139292,270,199,7886,3144
BD6 3,53.7685,-1.79528,413592,430259,SE135302,331,279,13395,5262
BD7 1,53.7898,-1.76704,415445,432634,SE154326,220,101,5868,1418
BD7 2,53.7875,-1.7837,414348,432375,SE143323,272,187,12402,3502
BD7 3,53.7819,-1.7787,414680,431752,SE146317,183,139,7972,2520
BD7 4,53.7765,-1.7935,413706,431149,SE137311,225,190,8972,3421
BD8 0,53.7976,-1.80331,413053,433495,SE130334,220,174,8147,2889
BD8 7,53.8051,-1.7643,415620,434337,SE156343,246,135,6493,2119
BD8 8,53.8019,-1.7712,415167,433979,SE151339,208,145,6918,1799
BD8 9,53.8008,-1.78459,414285,433854,SE142338,253,171,10335,2893
BD9 4,53.8129,-1.77564,414871,435202,SE148352,264,187,9141,2478
BD9 5,53.8097,-1.78791,414064,434844,SE140348,211,161,10771,2708
BD9 6,53.8116,-1.80212,413127,435052,SE131350,235,181,8620,2767
BD10 0,53.8305,-1.71813,418650,437174,SE186371,291,242,8721,3640
BD10 8,53.8307,-1.73379,417619,437192,SE176371,322,253,10252,4072
BD10 9,53.8311,-1.72649,418099,437239,SE180372,258,181,6721,3078
BD11 1,53.7519,-1.66405,422250,428445,SE222284,157,131,5500,2375
BD11 2,53.7482,-1.69226,420392,428024,SE203280,182,144,5471,2338
BD12 0,53.7563,-1.763,415724,428908,SE157289,255,198,5185,2304
BD12 7,53.75,-1.74229,417092,428212,SE170282,101,87,1958,859
BD12 8,53.7426,-1.77069,415222,427382,SE152273,203,173,4802,2027
BD12 9,53.7407,-1.76361,415689,427172,SE156271,175,147,4876,2172
BD13 1,53.7726,-1.83982,410655,430707,SE106307,210,181,3944,1682
BD13 2,53.7671,-1.84657,410211,430094,SE102300,273,237,7630,3185
BD13 3,53.7926,-1.84782,410123,432931,SE101329,283,237,6930,2923
BD13 4,53.8003,-1.89052,407308,433783,SE073337,168,144,3452,1467
BD13 5,53.8236,-1.8923,407187,436375,SE071363,134,115,2861,1268
BD13 9,53.7987,-1.78159,414484,433621,SE144336,42,10,,
BD14 6,53.7833,-1.81732,412135,431901,SE121319,267,229,8860,3388
BD15 0,53.8201,-1.85939,409354,435989,SE093359,163,149,4410,1859
BD15 7,53.8011,-1.82305,411752,433881,SE117338,296,200,8044,3094
BD15 8,53.8024,-1.83037,411270,434024,SE112340,19,17,373,143
BD15 9,53.8108,-1.83139,411200,434958,SE112349,79,59,2886,1176
BD16 1,53.8374,-1.84062,410586,437917,SE105379,338,263,9102,4047
BD16 2,53.8517,-1.83796,410757,439508,SE107395,238,152,3545,1817
BD16 3,53.8575,-1.82119,411859,440156,SE118401,218,176,5924,2411
BD16 4,53.8515,-1.83066,411238,439487,SE112394,312,230,7059,3116
BD16 9,53.8259,-1.79761,413420,436645,SE134366,41,7,,
BD17 5,53.8453,-1.77907,414634,438806,SE146388,276,218,7791,3376
BD17 6,53.8485,-1.76245,415726,439166,SE157391,274,213,6512,2931
BD17 7,53.8412,-1.76575,415511,438353,SE155383,273,181,3689,1867
BD18 1,53.8309,-1.75865,415982,437209,SE159372,204,169,7020,2846
BD18 2,53.8289,-1.76904,415299,436984,SE152369,205,153,7208,2977
BD18 3,53.8317,-1.78131,414491,437293,SE144372,270,185,5541,2391
BD18 4,53.8336,-1.79519,413577,437501,SE135375,256,195,7523,3205
BD18 9,53.8167,-1.76486,415579,435627,SE155356,69,15,,
BD19 3,53.7265,-1.71765,418727,425603,SE187256,281,205,5151,2387
BD19 4,53.7303,-1.69665,420111,426032,SE201260,310,242,9562,4046
